ts,symbol,side,qty,price,cost,venue
2021-01-07 16:00:00,GLD,BUY,2897,179.47999572753906,519.9535476226806,SIM
2021-01-07 16:00:00,SMH,BUY,4280,112.14816284179688,479.99413696289065,SIM
2021-01-11 16:00:00,SMH,SELL,109,113.4192123413086,12.362694145202637,SIM
2021-01-11 16:00:00,GLD,BUY,65,173.0,11.245,SIM
2021-01-15 16:00:00,SMH,SELL,32,113.88978576660156,3.64447314453125,SIM
2021-01-15 16:00:00,GLD,BUY,22,171.1300048828125,3.764860107421875,SIM
2021-01-20 16:00:00,SMH,SELL,11,117.30997467041016,1.2904097213745118,SIM
2021-01-20 16:00:00,GLD,BUY,7,175.38999938964844,1.2277299957275392,SIM
2021-01-22 16:00:00,SMH,SELL,11,116.883056640625,1.285713623046875,SIM
2021-01-22 16:00:00,GLD,BUY,7,173.89999389648438,1.2172999572753906,SIM
2021-01-27 16:00:00,GLD,SELL,78,172.52000427246094,13.456560333251954,SIM
2021-01-27 16:00:00,SMH,BUY,123,109.68368530273438,13.491093292236329,SIM
2021-01-29 16:00:00,SMH,SELL,4,109.93596649169922,0.4397438659667969,SIM
2021-01-29 16:00:00,GLD,BUY,2,172.61000061035156,0.3452200012207031,SIM
2021-02-02 16:00:00,SMH,SELL,118,115.80606842041016,13.665116073608399,SIM
2021-02-02 16:00:00,GLD,BUY,80,172.11000061035156,13.768800048828124,SIM
2021-02-04 16:00:00,SMH,SELL,34,114.94253540039062,3.908046203613281,SIM
2021-02-04 16:00:00,GLD,BUY,22,168.14999389648438,3.699299865722656,SIM
2021-02-08 16:00:00,SMH,SELL,12,117.92124938964844,1.4150549926757812,SIM
2021-02-08 16:00:00,GLD,BUY,9,171.52000427246094,1.5436800384521485,SIM
2021-02-12 16:00:00,SMH,SELL,105,123.49542236328125,12.96701934814453,SIM
2021-02-12 16:00:00,GLD,BUY,76,170.69000244140625,12.972440185546875,SIM
2021-02-17 16:00:00,SMH,SELL,26,121.8459701538086,3.1679952239990232,SIM
2021-02-17 16:00:00,GLD,BUY,19,166.3300018310547,3.160270034790039,SIM
2021-02-19 16:00:00,SMH,SELL,13,123.15583801269531,1.601025894165039,SIM
2021-02-19 16:00:00,GLD,BUY,10,167.00999450683594,1.6700999450683593,SIM
2021-02-23 16:00:00,GLD,SELL,87,169.1199951171875,14.713439575195313,SIM
2021-02-23 16:00:00,SMH,BUY,125,117.51373291015625,14.689216613769531,SIM
2021-02-25 16:00:00,GLD,SELL,9,165.82000732421875,1.4923800659179687,SIM
2021-02-25 16:00:00,SMH,BUY,12,114.5301742553711,1.3743620910644532,SIM
2021-03-01 16:00:00,SMH,SELL,155,120.40998077392578,18.663547019958497,SIM
2021-03-01 16:00:00,GLD,BUY,115,161.52999877929688,18.57594985961914,SIM
2021-03-03 16:00:00,GLD,SELL,84,160.6199951171875,13.49207958984375,SIM
2021-03-03 16:00:00,SMH,BUY,120,113.03111267089844,13.563733520507812,SIM
2021-03-05 16:00:00,GLD,SELL,14,159.13999938964844,2.2279599914550783,SIM
2021-03-05 16:00:00,SMH,BUY,19,110.99354553222656,2.1088773651123045,SIM
2021-03-09 16:00:00,GLD,SELL,14,160.83999633789062,2.2517599487304687,SIM
2021-03-09 16:00:00,SMH,BUY,20,111.10997772216797,2.2221995544433595,SIM
2021-03-11 16:00:00,SMH,SELL,34,113.42891693115234,3.8565831756591797,SIM
2021-03-11 16:00:00,GLD,BUY,24,161.52000427246094,3.8764801025390625,SIM
2021-03-15 16:00:00,SMH,SELL,10,114.42827606201172,1.1442827606201171,SIM
2021-03-15 16:00:00,GLD,BUY,7,162.1999969482422,1.1353999786376954,SIM
2021-03-18 16:00:00,GLD,SELL,33,162.55999755859375,5.3644799194335935,SIM
2021-03-18 16:00:00,SMH,BUY,49,112.08995819091797,5.492407951354981,SIM
2021-03-23 16:00:00,SMH,SELL,30,113.16209411621094,3.3948628234863283,SIM
2021-03-23 16:00:00,GLD,BUY,21,161.80999755859375,3.398009948730469,SIM
2021-03-25 16:00:00,GLD,SELL,20,161.77999877929688,3.2355999755859375,SIM
2021-03-25 16:00:00,SMH,BUY,28,111.62907409667969,3.1256140747070313,SIM
2021-03-29 16:00:00,SMH,SELL,87,115.35005187988281,10.035454513549805,SIM
2021-03-29 16:00:00,GLD,BUY,62,160.30999755859375,9.939219848632813,SIM
2021-03-31 16:00:00,SMH,SELL,53,118.15411376953125,6.2621680297851565,SIM
2021-03-31 16:00:00,GLD,BUY,40,159.9600067138672,6.3984002685546875,SIM
2021-04-05 16:00:00,SMH,SELL,85,124.75192260742188,10.603913421630859,SIM
2021-04-05 16:00:00,GLD,BUY,65,161.9199981689453,10.524799880981446,SIM
2021-04-07 16:00:00,GLD,SELL,33,162.75999450683594,5.371079818725586,SIM
2021-04-07 16:00:00,SMH,BUY,43,122.76287078857422,5.278803443908691,SIM
2021-04-15 16:00:00,GLD,SELL,21,165.35000610351562,3.472350128173828,SIM
2021-04-15 16:00:00,SMH,BUY,29,122.93266296386719,3.5650472259521484,SIM
2021-04-19 16:00:00,GLD,SELL,48,165.88999938964844,7.962719970703125,SIM
2021-04-19 16:00:00,SMH,BUY,67,119.42030334472656,8.001160324096679,SIM
2021-04-21 16:00:00,GLD,SELL,3,168.1300048828125,0.5043900146484375,SIM
2021-04-21 16:00:00,SMH,BUY,3,120.85144805908203,0.3625543441772461,SIM
2021-04-23 16:00:00,SMH,SELL,22,120.89511108398438,2.659692443847656,SIM
2021-04-23 16:00:00,GLD,BUY,16,166.39999389648438,2.66239990234375,SIM
2021-04-27 16:00:00,SMH,SELL,22,122.24378967285156,2.689363372802734,SIM
2021-04-27 16:00:00,GLD,BUY,17,166.4199981689453,2.82913996887207,SIM
2021-04-29 16:00:00,GLD,SELL,9,166.22000122070312,1.4959800109863282,SIM
2021-04-29 16:00:00,SMH,BUY,11,121.399658203125,1.335396240234375,SIM
2021-05-03 16:00:00,GLD,SELL,74,167.80999755859375,12.417939819335938,SIM
2021-05-03 16:00:00,SMH,BUY,107,116.51920318603516,12.467554740905761,SIM
2021-05-07 16:00:00,GLD,SELL,12,171.58999633789062,2.0590799560546875,SIM
2021-05-07 16:00:00,SMH,BUY,17,118.17837524414062,2.0090323791503906,SIM
2021-05-11 16:00:00,GLD,SELL,66,172.13999938964844,11.361239959716796,SIM
2021-05-11 16:00:00,SMH,BUY,101,113.1572494506836,11.428882194519042,SIM
2021-05-13 16:00:00,GLD,SELL,36,171.1300048828125,6.16068017578125,SIM
2021-05-13 16:00:00,SMH,BUY,55,109.72249603271484,6.034737281799316,SIM
2021-05-17 16:00:00,GLD,SELL,1,174.6999969482422,0.17469999694824218,SIM
2021-05-17 16:00:00,SMH,BUY,2,111.93955993652344,0.22387911987304687,SIM
2021-05-21 16:00:00,SMH,SELL,53,115.54409790039062,6.123837188720703,SIM
2021-05-21 16:00:00,GLD,BUY,35,176.0399932861328,6.161399765014648,SIM
2021-05-25 16:00:00,SMH,SELL,38,118.85755157470703,4.516586959838867,SIM
2021-05-25 16:00:00,GLD,BUY,25,177.9499969482422,4.448749923706055,SIM
2021-06-01 16:00:00,SMH,SELL,33,120.71076965332031,3.9834553985595704,SIM
2021-06-01 16:00:00,GLD,BUY,23,177.89999389648438,4.0916998596191405,SIM
2021-06-07 16:00:00,SMH,SELL,13,121.38024139404297,1.5779431381225586,SIM
2021-06-07 16:00:00,GLD,BUY,8,177.8699951171875,1.4229599609375,SIM
2021-06-14 16:00:00,SMH,SELL,76,123.65066528320312,9.397450561523437,SIM
2021-06-14 16:00:00,GLD,BUY,54,174.7100067138672,9.434340362548829,SIM
2021-06-18 16:00:00,SMH,SELL,54,119.79385375976562,6.468868103027344,SIM
2021-06-18 16:00:00,GLD,BUY,39,164.92999267578125,6.432269714355469,SIM
2021-06-25 16:00:00,SMH,SELL,33,123.00543975830078,4.059179512023926,SIM
2021-06-25 16:00:00,GLD,BUY,25,166.58999633789062,4.1647499084472654,SIM
2021-06-29 16:00:00,SMH,SELL,87,127.08541107177734,11.056430763244629,SIM
2021-06-29 16:00:00,GLD,BUY,67,164.8300018310547,11.043610122680665,SIM
2021-07-02 16:00:00,GLD,SELL,36,167.2899932861328,6.022439758300782,SIM
2021-07-02 16:00:00,SMH,BUY,47,126.03751373291016,5.923763145446777,SIM
2021-07-08 16:00:00,GLD,SELL,54,168.64999389648438,9.107099670410156,SIM
2021-07-08 16:00:00,SMH,BUY,74,122.58822631835938,9.071528747558594,SIM
2021-07-12 16:00:00,SMH,SELL,57,126.31403350830078,7.199899909973144,SIM
2021-07-12 16:00:00,GLD,BUY,43,169.0,7.267,SIM
2021-07-15 16:00:00,GLD,SELL,66,171.07000732421875,11.290620483398438,SIM
2021-07-15 16:00:00,SMH,BUY,92,122.31655883789062,11.253123413085937,SIM
2021-07-19 16:00:00,GLD,SELL,19,169.61000061035156,3.22259001159668,SIM
2021-07-19 16:00:00,SMH,BUY,27,119.73078918457031,3.2327313079833986,SIM
2021-07-21 16:00:00,SMH,SELL,94,124.67914581298828,11.719839706420899,SIM
2021-07-21 16:00:00,GLD,BUY,69,168.75999450683594,11.64443962097168,SIM
2021-07-28 16:00:00,GLD,SELL,5,169.2899932861328,0.8464499664306641,SIM
2021-07-28 16:00:00,SMH,BUY,7,124.67430114746094,0.8727201080322265,SIM
2021-08-02 16:00:00,SMH,SELL,58,128.56021118164062,7.456492248535156,SIM
2021-08-02 16:00:00,GLD,BUY,44,169.61000061035156,7.462840026855469,SIM
2021-08-05 16:00:00,SMH,SELL,47,130.9955596923828,6.156791305541992,SIM
2021-08-05 16:00:00,GLD,BUY,36,168.86000061035156,6.078960021972656,SIM
2021-08-09 16:00:00,SMH,SELL,68,129.89918518066406,8.833144592285157,SIM
2021-08-09 16:00:00,GLD,BUY,55,161.72000122070312,8.894600067138672,SIM
2021-08-11 16:00:00,GLD,SELL,46,164.0,7.544,SIM
2021-08-11 16:00:00,SMH,BUY,59,127.89556121826172,7.545838111877441,SIM
2021-08-13 16:00:00,GLD,SELL,29,166.38999938964844,4.825309982299805,SIM
2021-08-13 16:00:00,SMH,BUY,38,127.32311248779297,4.838278274536133,SIM
2021-08-18 16:00:00,GLD,SELL,62,167.10000610351562,10.360200378417968,SIM
2021-08-18 16:00:00,SMH,BUY,83,122.7677230834961,10.189721015930175,SIM
2021-08-20 16:00:00,SMH,SELL,31,124.37836456298828,3.855729301452637,SIM
2021-08-20 16:00:00,GLD,BUY,24,166.6999969482422,4.0007999267578125,SIM
2021-08-24 16:00:00,SMH,SELL,36,128.04110717773438,4.609479858398437,SIM
2021-08-24 16:00:00,GLD,BUY,26,168.64999389648438,4.384899841308593,SIM
2021-08-26 16:00:00,SMH,SELL,36,129.63235473632812,4.666764770507813,SIM
2021-08-26 16:00:00,GLD,BUY,28,167.6699981689453,4.694759948730469,SIM
2021-08-31 16:00:00,SMH,SELL,3,131.38851928710938,0.3941655578613281,SIM
2021-08-31 16:00:00,GLD,BUY,3,169.69000244140625,0.5090700073242187,SIM
2021-09-08 16:00:00,SMH,SELL,16,130.56381225585938,2.08902099609375,SIM
2021-09-08 16:00:00,GLD,BUY,12,167.2899932861328,2.0074799194335937,SIM
2021-09-13 16:00:00,SMH,SELL,32,133.0816650390625,4.25861328125,SIM
2021-09-13 16:00:00,GLD,BUY,26,167.74000549316406,4.361240142822266,SIM
2021-09-17 16:00:00,SMH,SELL,24,131.4709930419922,3.1553038330078125,SIM
2021-09-17 16:00:00,GLD,BUY,18,163.77000427246094,2.947860076904297,SIM
2021-09-21 16:00:00,GLD,SELL,56,166.0399932861328,9.298239624023438,SIM
2021-09-21 16:00:00,SMH,BUY,73,128.54080200195312,9.383478546142578,SIM
2021-09-23 16:00:00,SMH,SELL,89,132.50433349609375,11.792885681152343,SIM
2021-09-23 16:00:00,GLD,BUY,72,163.50999450683594,11.772719604492188,SIM
2021-09-29 16:00:00,GLD,SELL,76,161.32000732421875,12.260320556640625,SIM
2021-09-29 16:00:00,SMH,BUY,98,124.46568298339844,12.197636932373047,SIM
2021-10-01 16:00:00,GLD,SELL,31,164.58999633789062,5.102289886474609,SIM
2021-10-01 16:00:00,SMH,BUY,41,124.43172454833984,5.1017007064819335,SIM
2021-10-05 16:00:00,GLD,SELL,19,164.58999633789062,3.1272099304199217,SIM
2021-10-05 16:00:00,SMH,BUY,25,122.89386749267578,3.0723466873168945,SIM
2021-10-08 16:00:00,SMH,SELL,16,123.58760070800781,1.977401611328125,SIM
2021-10-08 16:00:00,GLD,BUY,12,164.22999572753906,1.9707599487304688,SIM
2021-10-13 16:00:00,GLD,SELL,42,167.58999633789062,7.038779846191407,SIM
2021-10-13 16:00:00,SMH,BUY,58,122.64643859863281,7.113493438720703,SIM
2021-10-15 16:00:00,SMH,SELL,104,127.38616943359375,13.24816162109375,SIM
2021-10-15 16:00:00,GLD,BUY,80,165.3300018310547,13.226400146484375,SIM
2021-10-19 16:00:00,SMH,SELL,37,129.86036682128906,4.804833572387695,SIM
2021-10-19 16:00:00,GLD,BUY,29,165.4499969482422,4.798049911499024,SIM
2021-10-21 16:00:00,GLD,SELL,2,166.75,0.3335,SIM
2021-10-21 16:00:00,SMH,BUY,2,130.76271057128906,0.26152542114257815,SIM
2021-10-25 16:00:00,GLD,SELL,26,168.92999267578125,4.392179809570313,SIM
2021-10-25 16:00:00,SMH,BUY,34,130.26303100585938,4.428943054199219,SIM
2021-10-27 16:00:00,SMH,SELL,4,129.89918518066406,0.5195967407226563,SIM
2021-10-27 16:00:00,GLD,BUY,3,168.1199951171875,0.5043599853515625,SIM
2021-10-29 16:00:00,SMH,SELL,60,132.7517547607422,7.9651052856445315,SIM
2021-10-29 16:00:00,GLD,BUY,48,166.64999389648438,7.99919970703125,SIM
2021-11-03 16:00:00,SMH,SELL,73,137.09854125976562,10.00819351196289,SIM
2021-11-03 16:00:00,GLD,BUY,60,165.77000427246094,9.946200256347657,SIM
2021-11-05 16:00:00,SMH,SELL,46,143.89039611816406,6.6189582214355465,SIM
2021-11-05 16:00:00,GLD,BUY,39,169.83999633789062,6.623759857177735,SIM
