symbol,side,entry_ts,exit_ts,entry_px,exit_px,qty,gross_pnl,cost,net_pnl,return_pct,hold_days
SMH,LONG,2024-01-05 16:00:00,2024-01-08 16:00:00,164.83425903320312,170.67015075683594,2,11.671783447265625,0.6710088195800781,11.000774627685548,3.5404604345370183,3.0
SMH,LONG,2024-01-05 16:00:00,2024-01-18 16:00:00,164.83425903320312,178.95750427246094,1,14.123245239257812,0.3437917633056641,13.779453475952149,8.568149195497599,13.0
SMH,LONG,2024-01-05 16:00:00,2024-01-22 16:00:00,164.83425903320312,186.6394500732422,1,21.805191040039062,0.35147370910644526,21.453717330932616,13.228555257828267,17.0
SMH,LONG,2024-01-05 16:00:00,2024-01-25 16:00:00,164.83425903320312,190.9270477294922,1,26.092788696289062,0.35576130676269535,25.737027389526368,15.829712129826778,20.0
GLD,LONG,2024-01-05 16:00:00,2024-01-29 16:00:00,189.35000610351562,188.3300018310547,1,-1.0200042724609375,0.3776800079345703,-1.3976842803955078,-0.5386872139329757,24.0
SMH,LONG,2024-01-05 16:00:00,2024-02-02 16:00:00,164.83425903320312,189.78567504882812,1,24.951416015625,0.3546199340820313,24.59679608154297,15.137275565147501,28.0
SMH,LONG,2024-01-05 16:00:00,2024-02-09 16:00:00,164.83425903320312,202.32095336914062,1,37.4866943359375,0.36715521240234383,37.119539123535155,22.742052869231767,35.0
SMH,LONG,2024-01-05 16:00:00,2024-02-15 16:00:00,164.83425903320312,201.1001739501953,1,36.26591491699219,0.36593443298339845,35.899980484008786,22.00144261860455,41.0
GLD,LONG,2024-01-05 16:00:00,2024-02-20 16:00:00,189.35000610351562,187.47000122070312,1,-1.8800048828125,0.3768200073242187,-2.256824890136719,-0.9928728926392072,46.0
SMH,LONG,2024-01-05 16:00:00,2024-02-23 16:00:00,164.83425903320312,207.05516052246094,1,42.22090148925781,0.3718894195556641,41.84901206970215,25.614154325013907,49.0
SMH,LONG,2024-01-05 16:00:00,2024-03-04 16:00:00,164.83425903320312,222.40911865234375,1,57.574859619140625,0.38724337768554695,57.187616241455075,34.92894011040697,59.0
GLD,LONG,2024-01-05 16:00:00,2024-03-11 16:00:00,189.35000610351562,202.0,2,25.29998779296875,0.7827000122070313,24.51728778076172,6.6807464952331586,66.0
SMH,LONG,2024-01-05 16:00:00,2024-03-12 16:00:00,164.83425903320312,226.260009765625,1,61.425750732421875,0.39109426879882814,61.034656463623044,37.26516022379103,67.0
GLD,LONG,2024-01-05 16:00:00,2024-03-13 16:00:00,189.35000610351562,201.19000244140625,1,11.839996337890625,0.3905400085449219,11.449456329345702,6.252968553599003,68.0
GLD,LONG,2024-01-05 16:00:00,2024-03-15 16:00:00,189.35000610351562,199.7100067138672,1,10.360000610351562,0.38906001281738284,9.97094059753418,5.471349499026612,70.0
SMH,LONG,2024-01-05 16:00:00,2024-03-22 16:00:00,164.83425903320312,225.9324951171875,1,61.098236083984375,0.39076675415039064,60.707469329833984,37.066466911879736,77.0
GLD,LONG,2024-01-05 16:00:00,2024-03-25 16:00:00,189.35000610351562,200.99000549316406,1,11.639999389648438,0.39034001159667975,11.249659378051758,6.147345663820558,80.0
GLD,LONG,2024-01-05 16:00:00,2024-04-02 16:00:00,189.35000610351562,210.88999938964844,1,21.539993286132812,0.40024000549316413,21.13975328063965,11.375755263697807,88.0
GLD,LONG,2024-01-05 16:00:00,2024-04-04 16:00:00,189.35000610351562,211.52000427246094,1,22.169998168945312,0.4008700103759766,21.769128158569337,11.708475022084341,90.0
GLD,LONG,2024-01-05 16:00:00,2024-04-15 16:00:00,189.35000610351562,220.9499969482422,1,31.599990844726562,0.4103000030517579,31.189690841674803,16.6886663988018,101.0
GLD,LONG,2024-01-05 16:00:00,2024-04-18 16:00:00,189.35000610351562,220.33999633789062,2,61.97998046875,0.8193800048828127,61.16060046386719,16.36651134694609,104.0
SMH,LONG,2024-01-05 16:00:00,2024-04-23 16:00:00,164.83425903320312,206.24131774902344,1,41.40705871582031,0.3710755767822266,41.03598313903809,25.120420329295467,109.0
SMH,LONG,2024-01-05 16:00:00,2024-04-26 16:00:00,164.83425903320312,216.0074920654297,1,51.17323303222656,0.38084175109863283,50.79239128112793,31.04526530611489,112.0
GLD,LONG,2024-01-05 16:00:00,2024-05-01 16:00:00,189.35000610351562,213.7899932861328,1,24.439987182617188,0.4031399993896485,24.03684718322754,12.907307311760064,117.0
SMH,LONG,2024-01-05 16:00:00,2024-05-03 16:00:00,164.83425903320312,216.09683227539062,2,102.525146484375,0.7618621826171875,101.7632843017578,31.0994653313311,119.0
SMH,LONG,2024-01-05 16:00:00,2024-05-16 16:00:00,164.83425903320312,230.45828247070312,1,65.6240234375,0.39529254150390625,65.2287308959961,39.8121263276229,132.0
GLD,LONG,2024-01-05 16:00:00,2024-05-17 16:00:00,189.35000610351562,223.66000366210938,1,34.30999755859375,0.4130100097656251,33.89698754882812,18.119881939605985,133.0
SMH,LONG,2024-01-05 16:00:00,2024-05-22 16:00:00,164.83425903320312,234.8153533935547,1,69.98109436035156,0.39964961242675784,69.5814447479248,42.45543054630107,138.0
SMH,LONG,2024-01-05 16:00:00,2024-05-24 16:00:00,164.83425903320312,242.42782592773438,1,77.59356689453125,0.4072620849609375,77.18630480957032,47.0736892619521,140.0
SMH,LONG,2024-01-05 16:00:00,2024-05-29 16:00:00,164.83425903320312,243.80738830566406,1,78.97312927246094,0.40864164733886715,78.56448762512207,47.91062837037603,145.0
GLD,LONG,2024-01-05 16:00:00,2024-05-30 16:00:00,189.35000610351562,216.57000732421875,1,27.220001220703125,0.4059200134277344,26.81408120727539,14.375495296167173,146.0
SMH,LONG,2024-01-05 16:00:00,2024-06-05 16:00:00,164.83425903320312,252.50169372558594,1,87.66743469238281,0.4173359527587891,87.25009873962402,53.18520264329496,152.0
SMH,LONG,2024-01-05 16:00:00,2024-06-07 16:00:00,164.83425903320312,250.3181915283203,1,85.48393249511719,0.41515245056152345,85.06878004455567,51.86053736432174,154.0
SMH,LONG,2024-01-05 16:00:00,2024-06-13 16:00:00,164.83425903320312,265.2056884765625,1,100.37142944335938,0.4300399475097656,99.9413894958496,60.89233514444423,160.0
GLD,LONG,2024-01-05 16:00:00,2024-06-20 16:00:00,189.35000610351562,218.16000366210938,1,28.80999755859375,0.40751000976562507,28.402487548828123,15.215208148894188,167.0
SMH,LONG,2024-01-05 16:00:00,2024-07-09 16:00:00,164.83425903320312,272.7486572265625,1,107.91439819335938,0.43758291625976564,107.4768152770996,65.46842799931648,186.0
GLD,LONG,2024-01-05 16:00:00,2024-07-11 16:00:00,189.35000610351562,223.25,1,33.899993896484375,0.41260000610351566,33.48739389038086,17.90334977752872,188.0
GLD,LONG,2024-01-05 16:00:00,2024-07-17 16:00:00,189.35000610351562,227.22999572753906,3,113.63996887207031,1.2497400054931642,112.39022886657715,20.005275100606458,194.0
SMH,LONG,2024-01-05 16:00:00,2024-07-23 16:00:00,164.83425903320312,252.9483184814453,1,88.11405944824219,0.4177825775146485,87.69627687072754,53.45615648412814,200.0
GLD,LONG,2024-01-05 16:00:00,2024-07-25 16:00:00,189.35000610351562,218.3300018310547,1,28.979995727539062,0.4076800079345704,28.572315719604493,15.30498800813136,202.0
GLD,LONG,2024-01-05 16:00:00,2024-08-02 16:00:00,189.35000610351562,225.33999633789062,4,143.9599609375,1.6587600097656252,142.30120092773439,19.007123883956822,210.0
SMH,LONG,2024-01-05 16:00:00,2024-08-09 16:00:00,164.83425903320312,223.16342163085938,1,58.32916259765625,0.38799768066406254,57.941164916992186,35.38655309871403,217.0
SMH,LONG,2024-01-05 16:00:00,2024-08-14 16:00:00,164.83425903320312,234.61685180664062,1,69.7825927734375,0.3994511108398438,69.38314166259765,42.335005588480826,222.0
SMH,LONG,2024-01-05 16:00:00,2024-08-16 16:00:00,164.83425903320312,244.85946655273438,1,80.02520751953125,0.40969372558593753,79.61551379394531,48.54889268098781,224.0
GLD,LONG,2024-01-05 16:00:00,2024-08-29 16:00:00,189.35000610351562,232.9499969482422,1,43.59999084472656,0.4223000030517579,43.1776908416748,23.026136487627525,237.0
GLD,LONG,2024-01-05 16:00:00,2024-09-03 16:00:00,189.35000610351562,230.2899932861328,1,40.93998718261719,0.4196399993896485,40.520347183227535,21.621328683895435,242.0
GLD,LONG,2024-01-05 16:00:00,2024-09-06 16:00:00,189.35000610351562,230.6300048828125,2,82.55999755859375,0.8399600219726564,81.72003753662109,21.800896460879727,245.0
SMH,LONG,2024-01-05 16:00:00,2024-09-12 16:00:00,164.83425903320312,232.14553833007812,1,67.311279296875,0.3969797973632813,66.91429949951171,40.835733840570285,251.0
SMH,LONG,2024-01-05 16:00:00,2024-09-26 16:00:00,164.83425903320312,250.72511291503906,1,85.89085388183594,0.4155593719482423,85.47529450988769,52.10740436218095,265.0
GLD,LONG,2024-01-05 16:00:00,2024-10-02 16:00:00,189.35000610351562,245.66000366210938,1,56.30999755859375,0.4350100097656251,55.87498754882812,29.738577102453156,271.0
SMH,LONG,2024-01-05 16:00:00,2024-10-04 16:00:00,164.83425903320312,245.9611358642578,1,81.12687683105469,0.41079539489746103,80.71608143615722,49.21724240269314,273.0
SMH,LONG,2024-01-05 16:00:00,2024-10-09 16:00:00,164.83425903320312,253.23614501953125,1,88.40188598632812,0.41807040405273443,87.9838155822754,53.630772210115026,278.0
GLD,LONG,2024-01-05 16:00:00,2024-10-15 16:00:00,189.35000610351562,245.9199981689453,1,56.56999206542969,0.435270004272461,56.13472206115723,29.875886053314126,284.0
GLD,LONG,2024-01-05 16:00:00,2024-10-16 16:00:00,189.35000610351562,247.14999389648438,1,57.79998779296875,0.4365000000000001,57.36348779296875,30.525474481035996,285.0
GLD,LONG,2024-01-05 16:00:00,2024-10-31 16:00:00,189.35000610351562,253.50999450683594,1,64.15998840332031,0.4428600006103517,63.71712840270996,33.88433395045403,300.0
SMH,LONG,2024-01-05 16:00:00,2024-11-04 16:00:00,164.83425903320312,242.43775939941406,1,77.60350036621094,0.4072720184326173,77.19622834777832,47.07971560122037,304.0
SMH,LONG,2024-01-05 16:00:00,2024-11-06 16:00:00,164.83425903320312,252.89869689941406,2,176.12887573242188,0.8354659118652348,175.29340982055663,53.42605255893547,306.0
GLD,LONG,2024-01-05 16:00:00,2024-11-18 16:00:00,189.35000610351562,241.08999633789062,1,51.739990234375,0.43044000244140634,51.30955023193359,27.325053375540588,318.0
GLD,LONG,2024-01-05 16:00:00,2024-11-20 16:00:00,189.35000610351562,244.6199951171875,1,55.269989013671875,0.43397000122070317,54.836019012451175,29.189325181989357,320.0
SMH,LONG,2024-01-05 16:00:00,2024-11-21 16:00:00,164.83425903320312,244.25404357910156,1,79.41978454589844,0.4090883026123049,79.01069624328613,48.18160072530835,321.0
GLD,LONG,2024-01-05 16:00:00,2024-11-26 16:00:00,189.35000610351562,242.9499969482422,1,53.59999084472656,0.43230000305175786,53.167690841674805,28.307361561648968,326.0
SMH,LONG,2024-01-05 16:00:00,2024-12-03 16:00:00,164.83425903320312,246.55662536621094,1,81.72236633300781,0.4113908843994142,81.3109754486084,49.578508019104326,333.0
GLD,LONG,2024-01-05 16:00:00,2024-12-10 16:00:00,189.35000610351562,248.58999633789062,2,118.47998046875,0.8758800048828126,117.60410046386718,31.285972181056664,340.0
SMH,LONG,2024-01-05 16:00:00,2024-12-16 16:00:00,164.83425903320312,251.3503875732422,2,173.03225708007812,0.8323692932128909,172.19988778686525,52.48673973934741,346.0
SMH,LONG,2024-01-05 16:00:00,2024-12-23 16:00:00,164.83425903320312,248.44692993164062,1,83.6126708984375,0.4132811889648439,83.19938970947265,50.725299090642984,353.0
GLD,LONG,2024-01-05 16:00:00,2024-12-27 16:00:00,189.35000610351562,241.39999389648438,1,52.04998779296875,0.4307500000000001,51.61923779296875,27.488770063473655,357.0
SMH,LONG,2024-01-05 16:00:00,2025-01-03 16:00:00,164.83425903320312,251.09869384765625,1,86.26443481445312,0.4159329528808595,85.84850186157226,52.33404470673575,364.0
SMH,LONG,2024-01-05 16:00:00,2025-01-06 16:00:00,164.83425903320312,259.42279052734375,1,94.58853149414062,0.424257049560547,94.16427444458007,57.38402444305424,367.0
GLD,LONG,2024-01-05 16:00:00,2025-01-07 16:00:00,189.35000610351562,244.55999755859375,1,55.209991455078125,0.4339100036621094,54.77608145141602,29.15763912090683,368.0
GLD,LONG,2024-01-05 16:00:00,2025-01-10 16:00:00,189.35000610351562,248.2100067138672,1,58.86000061035156,0.4375600128173829,58.42244059753418,31.08529110803062,371.0
