date,return_pct
2025-01-31,1.8117876148095569
2025-02-28,2.0119548393492614
2025-03-31,5.07537782577161
2025-04-30,6.191862948904547
2025-05-31,2.376901355103178
2025-06-30,-2.921747201186198
2025-07-31,4.968780350365254
2025-08-31,4.956590247465664
2025-09-30,-0.5524709539107553
2025-10-31,11.760116527978038
2025-11-30,0.502306257361429
2025-12-31,-2.5975524273722406
2026-01-31,6.744494728461148
2026-02-28,2.165826291873363
2026-03-31,-0.062266628226714804
2026-04-30,-5.108482250860025
2026-05-31,4.096618987374212
2026-06-30,7.2984752864202695
2026-07-31,6.859178915467701
2026-08-31,5.109111485190265
2026-09-30,0.9085915835512326
