date,return_pct
2024-01-31,5.384863254812844
2024-02-29,6.865742210599768
2024-03-31,7.512519918574223
2024-04-30,-0.7625094294712698
2024-05-31,6.713561459738315
2024-06-30,3.9444392128029415
2024-07-31,0.28642735814459197
2024-08-31,0.5809793582751244
2024-09-30,3.153329851196429
2024-10-31,1.5639581109438971
2024-11-30,-1.4630564091296927
2024-12-31,-0.3778365367108294
2025-01-31,4.053647415461703
2025-02-28,-1.166375560252375
2025-03-31,0.1866742346743555
2025-04-30,3.1829007595842063
2025-05-31,6.4738305817283015
2025-06-30,7.837563394537539
2025-07-31,1.4094122800229592
2025-08-31,2.8763673548136914
2025-09-30,12.148036082857061
2025-10-31,7.34051166782419
2025-11-30,1.3350898799533883
2025-12-31,2.440010104768353
2026-01-31,12.291998795463876
2026-02-28,5.196674893263875
2026-03-31,-8.302463987236575
2026-04-30,13.582597873312462
2026-05-31,7.614079644407701
2026-06-30,-1.720083037637099
2026-07-31,-8.268339622027987
2026-08-31,6.701276729325345
2026-09-30,-1.2281473846620372
