date,return_pct
2025-01-31,5.353913845071201
2025-02-28,1.8215715978862734
2025-03-31,9.44629117442728
2025-04-30,5.424297138952805
2025-05-31,-2.053269863587903
2025-06-30,5.9192880466754305
2025-07-31,2.1909125806964136
2025-08-31,3.824831869634382
2025-09-30,26.466728403358353
2025-10-31,15.30328691844467
2025-11-30,-14.05239213417575
2025-12-31,-1.0492451890772414
2026-01-31,13.18013078511624
2026-02-28,5.292707964097509
2026-03-31,-5.310178596491233
2026-04-30,29.72661364822182
2026-05-31,28.753472641182288
2026-06-30,10.060526536588288
2026-07-31,-19.212604106017174
2026-08-31,6.668889539901146
